id_tabe,shop_name_tabe,tabelog_url_tabe,rating_value_tabe,rating_cnt_tabe,post_code_tabe,addr_region_tabe,addr_local_tabe,street_addr_tabe,latitude_tabe,longitude_tabe,tel_tabe,eigyo_info_tabe,nearest_station_tabe,homepage_tabe,official_account_tabe
294,らーめん大 我孫子店,https://tabelog.com/chiba/A1203/A120304/12007249/,3.27,73,2701154,千葉県,我孫子市,白山1丁目7-7 白山シャト－106号,35.866041415533175,140.01309225635728,04-7179-0370,年始のみ,我孫子駅,,https://www.facebook.com/dai.abiko
295,麺屋 のスたOSAKA 難波千日前店 ,https://tabelog.com/osaka/A2701/A270202/27059770/,3.55,285,5420075,大阪府,大阪市中央区,難波千日前8-5,34.66369625485491,135.50385516175137,非公開,なし,難波駅（南海）,http://nosta.jp/,https://twitter.com/nosta_osaka
296,極太濁流ラーメン ら・けいこ 本店,https://tabelog.com/aichi/A2301/A230103/23009583/,3.58,166,4600008,愛知県,名古屋市中区,栄4-12-6 ロイヤルビル栄 1F,35.16732530746733,136.9114989579685,不明の為情報お待ちしております,日曜日,栄駅（名古屋）,,https://twitter.com/Lakeiko81
297,らーめん大 高円寺店,https://tabelog.com/tokyo/A1319/A131904/13059063/,3.16,96,1660003,東京都,杉並区,高円寺南4-7-1 コーポカトレアビル 1F,35.70323831673869,139.649805200839,03-5929-9779,無休,高円寺駅,,
298,ら～めん☆王子,https://tabelog.com/saitama/A1102/A110201/11037395/,3.10,16,3320003,埼玉県,川口市,東領家3-21-9 襲田コーポ 101,35.7941478995106,139.75322798150034,不明の為情報お待ちしております,日曜日,舎人公園駅,https://ameblo.jp/ramen-og/,
299,立川マシマシ 国分寺店,https://tabelog.com/tokyo/A1325/A132502/13227323/,3.30,24,1850012,東京都,国分寺市,本町2-3-1,35.70070456659465,139.4832058202255,042-312-0404,日曜営業,国分寺駅,,https://twitter.com/TachikawaMashi2
300,バカみたいに愛してた 本店,https://tabelog.com/chiba/A1203/A120302/12037528/,3.34,26,2700000,千葉県,松戸市,八ヶ崎1-1-1 八ヶ崎京葉ハイツ 1F,35.819997149509334,139.93218859535992,047-707-2040,水曜日,新松戸駅,,https://twitter.com/PqDdA7CeYihkVUc
301,どでん 西川口店,https://tabelog.com/saitama/A1102/A110201/11055847/,3.19,15,3320034,埼玉県,川口市,並木3-34-3,35.81856003301263,139.70680321309342,048-607-1129,水曜日,西川口駅,https://ameblo.jp/doden1105/,https://twitter.com/doden1207
302,らーめん 一条,https://tabelog.com/tokyo/A1305/A130504/13167400/,3.33,35,1620051,東京都,新宿区,西早稲田1-8-20 高橋ビル 1F,35.71012131210986,139.72031291716368,不明の為情報お待ちしております,日曜日,早稲田駅（都電）,,https://twitter.com/ichijo_waseda
303,ラーメン豚山 幡ヶ谷店,https://tabelog.com/tokyo/A1318/A131807/13242260/,3.25,25,1510072,東京都,渋谷区,幡ヶ谷2-13-3,35.677504044356006,139.67700246029554,03-6276-0909,無休,幡ケ谷駅,https://www.gift-group.co.jp/butayama/,https://twitter.com/butayamabutako
304,ラーメン二郎 新宿小滝橋通り店,https://tabelog.com/tokyo/A1304/A130401/13001044/,3.48,411,1600023,東京都,新宿区,西新宿7-5-5 1F,35.69642072983018,139.69849869296584,03-3371-5010,無休（元日は休業）,西武新宿駅,,
305,ジャンクガレッジ 越生店,https://tabelog.com/saitama/A1106/A110603/11047224/,3.00,5,3500415,埼玉県,入間郡越生町,上野1055-2-2,35.95078473314409,139.3066064726362,不明の為情報お待ちしております,無休,武州唐沢駅,http://www.junk-garage.net/,
306,らーめん大 本郷店,https://tabelog.com/tokyo/A1310/A131004/13045231/,3.48,85,1130033,東京都,文京区,本郷3-28-13,35.70592443107823,139.76185466035824,03-5689-3123,無休,本郷三丁目駅,,
307,ジャンクガレッジ 深谷店,https://tabelog.com/saitama/A1105/A110503/11049166/,3.02,10,3660818,埼玉県,深谷市,萱場460,36.19657312049283,139.27221384572812,不明の為情報お待ちしております,無休,深谷駅,http://www.junk-garage.net/,
308,新潟発祥 なおじ 足立六町店,https://tabelog.com/tokyo/A1324/A132404/13218011/,3.26,36,1210072,東京都,足立区,保塚町12-17,35.78730796438388,139.810474097695,03-5831-5911,無し,六町駅,http://naoji.jp/shop/adachirokucho.html,https://www.facebook.com/naojiadachirokucho
309,爆麺亭 所沢店,https://tabelog.com/saitama/A1106/A110601/11036097/,3.34,26,3590025,埼玉県,所沢市,上安松1024-76,35.78981980313462,139.48584733115354,非公開,木曜日,所沢駅,,
310,夢を語れ 埼玉,https://tabelog.com/saitama/A1102/A110203/11053384/,3.27,16,3430031,埼玉県,越谷市,大里617-4,35.9222966352248,139.7817463795155,不明の為情報お待ちしております,木曜日,大袋駅,,https://www.facebook.com/YumeWoKataReds
311,自家製麺 鶏八朗,https://tabelog.com/tokyo/A1323/A132304/13193272/,3.52,44,1140034,東京都,北区,上十条1-19-7,35.75937303839352,139.72316596813437,不明の為情報お待ちしております,木・日、不定休ありTwitter参照,十条駅,,https://twitter.com/torihachiro
312,麺屋富味,https://tabelog.com/gunma/A1001/A100101/10018644/,3.38,27,3710046,群馬県,前橋市,川原町1-1-19,36.42249364270973,139.0475490467681,027-212-2034,水曜日,群馬総社駅,,
313,ラーメン慶次郎 本店,https://tabelog.com/tokyo/A1322/A132205/13108087/,3.50,60,1730001,東京都,板橋区,本町14-14,35.7614703138453,139.70725052668104,080-1172-4585,［火曜］［第二・第四水曜］［年末年始］,板橋本町駅,,https://twitter.com/#!/11771717
314,つけ麺　白虎,https://tabelog.com/shizuoka/A2204/A220402/22020539/,3.47,130,4120042,静岡県,御殿場市,萩原44-2,35.31391353868149,138.92531548126397,0550-88-1188,なし,御殿場駅,http://www.tukemen-byakko.com/,
315,男は黙って前を行け,https://tabelog.com/gifu/A2101/A210101/21001622/,3.46,73,5008287,岐阜県,岐阜市,北鶉1丁目60 1F,35.387610253572674,136.73066161194902,090-5100-4689,日曜日、祝日,西岐阜駅,http://www.otokomae300.jp/,
316,まるはち 春日井店,https://tabelog.com/aichi/A2303/A230301/23055903/,3.54,55,4860912,愛知県,春日井市,高山町3-9-3,35.25721559643288,136.9536932594677,0568-33-8388,月曜日(祝日営業、翌日火曜日休業)・第4日曜日夜の部,春日井駅（名鉄）,http://www.raamenmaruhachi.com/,https://www.facebook.com/らーめんまるはち春日井店-1592604631023814/
317,ラーメン梅 梅島店,https://tabelog.com/tokyo/A1324/A132404/13136014/,3.29,32,1210816,東京都,足立区,梅島3-8-11,35.776307802431276,139.79745401881243,03-5681-6088,火曜日,梅島駅,,
318,ラーメン　あや,https://tabelog.com/chiba/A1201/A120101/12006169/,3.54,87,2600013,千葉県,千葉市中央区,中央2-6-3 FCビル　1F,35.60940571648026,140.12232172751018,043-227-8893,日曜,葭川公園駅,,https://twitter.com/Ra_men_AYA
319,極DINING若旦那 駅南店,https://tabelog.com/niigata/A1501/A150101/15016740/,3.32,13,9500916,新潟県,新潟市中央区,米山1-9-3 鈴木ビル 1F,37.909187837076026,139.06003350738405,025-384-4365,日曜日・第1月曜日・第3月曜日,新潟駅,,https://www.facebook.com/極dining若旦那-駅南店-1187006584645863/
320,麺屋 浜堂 高松中央卸売市場店,https://tabelog.com/kagawa/A3701/A370101/37011306/,3.41,31,7600012,香川県,高松市,瀬戸内町30-73 高松中央卸売市場関連商品売場棟,34.34950298440757,134.02877768836984,不明の為情報お待ちしております,水曜日,昭和町駅,,https://www.instagram.com/hamando_takamatu/
321,麺でる 相模原,https://tabelog.com/kanagawa/A1407/A140701/14070976/,3.41,29,2520239,神奈川県,相模原市中央区,中央6-13-6,35.56823428777504,139.37168756986676,不明の為情報お待ちしております,日曜日,上溝駅,,https://www.facebook.com/menderu.sagamihara/
322,ラーメン赤大屋,https://tabelog.com/tochigi/A0904/A090403/9016690/,3.08,15,3291225,栃木県,塩谷郡高根沢町,石末2258-5,36.64104830414706,140.00071732358603,028-678-5472,月曜日、木曜日(昼の部)、日曜日、月曜日(夜の部),下野花岡駅,,
323,ラーメン荘 歴史を刻め 本店,https://tabelog.com/osaka/A2701/A270307/27051592/,3.65,229,5330021,大阪府,大阪市東淀川区,下新庄5-1-59,34.7451836576919,135.52019699717948,06-6195-5910,日曜・月末日曜日の次の日 月曜日,下新庄駅,http://blog.livedoor.jp/yumedaichi/,https://twitter.com/rekishi_honten
324,ラーメン イエロー 新宿御苑前店,https://tabelog.com/tokyo/A1304/A130402/13235017/,3.28,28,1600004,東京都,新宿区,四谷4-28-17 大木戸ビル 1F,35.687737234631946,139.7155723970227,03-3341-2177,日曜,新宿御苑前駅,,
325,らーめん バリ男 豊洲店,https://tabelog.com/tokyo/A1313/A131303/13253330/,3.27,27,1350062,東京都,江東区,東雲1-6-6,35.64721861942324,139.80118020840928,不明の為情報お待ちしております,年中無休,東雲駅,http://www.bario.co.jp/,https://www.instagram.com/makoto_bario/
326,自家製ラーメン麺屋 ラッキー,https://tabelog.com/gunma/A1001/A100101/10021428/,3.34,25,3792132,群馬県,前橋市,東善町76,36.34474696794232,139.12760070030745,027-888-6623,木曜日,駒形駅,,https://twitter.com/@menyalucky2325
327,麺でる 田園調布本店,https://tabelog.com/tokyo/A1317/A131714/13010431/,3.48,67,1450071,東京都,大田区,田園調布1-21-2,35.59148517049434,139.67591817747763,03-3721-9499,日曜日水曜日,雪が谷大塚駅,,https://twitter.com/menderuhonten
328,ラーメン豚山 神保町店,https://tabelog.com/tokyo/A1310/A131003/13257631/,3.32,32,1010052,東京都,千代田区,神田小川町3-10-37,35.69584605372022,139.76123045400317,03-3233-8370,無休,神保町駅,https://www.gift-group.co.jp/,
329,ルパ 京王八王子店,https://tabelog.com/tokyo/A1329/A132904/13136274/,3.06,20,1920046,東京都,八王子市,明神町3-27-1 京王八王子ショッピングセンター 1Ｆ,35.657739494577356,139.3432091473472,042-656-7203,日曜営業,京王八王子駅,https://www.keio-sh.jp/,
330,ラーメン二九六,https://tabelog.com/chiba/A1203/A120301/12045309/,3.34,25,2770871,千葉県,柏市,若柴184-2 中央311街区4 柏の葉かけだし横丁 店舗9,35.89487339140583,139.9529025942924,不明の為情報お待ちしております,毎月1、5、10、11、15、20、21、25、30、31日（末尾に0と1と5が付く日）,柏の葉キャンパス駅,,https://twitter.com/https://twitter.com/ramen296
331,ラーメン大 蕨店,https://tabelog.com/saitama/A1102/A110202/11003872/,3.41,89,3330851,埼玉県,川口市,芝新町2-1,35.82928247256336,139.68948749081505,非公開,無休,蕨駅,http://www.food-ff.com ,
332,東池袋大勝軒 うさぎ家,https://tabelog.com/ibaraki/A0802/A080201/8000017/,3.38,43,3050854,茨城県,つくば市,上横場2200-1,36.038024831038705,140.08496392454825,029-879-5584,1月1日のみ休み。,みどりの駅,,
333,ジャンクガレッジ ふじみ野駅前店,https://tabelog.com/saitama/A1103/A110302/11048339/,3.04,17,3540035,埼玉県,富士見市,ふじみ野西1-20-2 パレットふじみ野 104,35.860654527664884,139.52216605352763,049-293-6556,無休,ふじみ野駅,http://www.junk-garage.net/,
334,大盛軒,https://tabelog.com/tokyo/A1319/A131901/13006882/,3.59,376,1640003,東京都,中野区,東中野1-51-1 村上ビル １Ｆ,35.70600365808925,139.6862809331007,03-3371-5743,無休（年末年始は休業）,東中野駅,,
335,ラーメンつけ麺　笑福 西本町店,https://tabelog.com/osaka/A2701/A270106/27049410/,3.34,167,5500005,大阪府,大阪市西区,西本町1-15-21,34.68235713717593,135.49370736756572,06-6568-9765,無休,本町駅,http://shoufuku.fu-koku.com/,
336,徳 アトレ川崎店,https://tabelog.com/kanagawa/A1405/A140501/14038637/,3.27,108,2100007,神奈川県,川崎市川崎区,駅前本町26-1 アトレ川崎  B1F,35.53054956350877,139.69740419865212,044-201-7112,アトレに準ずる,川崎駅,http://www.kenkojp.com/,
337,麺屋 荒井,https://tabelog.com/ibaraki/A0801/A080101/8009377/,3.40,49,3100000,茨城県,水戸市,元吉田1486-5,36.34016006522605,140.46953529730038,029-247-8938,水曜日(月１回火曜日臨時休業あり),水戸駅,,https://twitter.com/@_araijironoodle
338,熊谷肉飯店,https://tabelog.com/saitama/A1105/A110501/11044570/,3.10,13,3600037,埼玉県,熊谷市,筑波2-90,36.14032617135614,139.3886973170555,048-501-7890,木曜日(昼の部)、日曜日,熊谷駅,,https://www.facebook.com/KUMAGAYA.NIKUHANTEN/
339,ら～めん コジマル 東金店,https://tabelog.com/chiba/A1205/A120503/12046408/,3.36,16,2891326,千葉県,山武市,成東1563,35.59266151554887,140.39623413448405,0475-78-6222,無休,求名駅,,https://twitter.com/kojimarutougane
340,麺屋 婆娑羅,https://tabelog.com/tokyo/A1317/A131711/13023109/,3.31,56,1450062,東京都,大田区,北千束3-23-8,35.60636292847842,139.68637495737693,03-6277-2977,日曜日,大岡山駅,,https://twitter.com/umaibento
341,極太清流らーめん,https://tabelog.com/kyoto/A2601/A260604/26026630/,3.53,60,6008864,京都府,京都市下京区,七条御所ノ内南町89 八条ビル 1F,34.983970988560266,135.73231005367455,不明の為情報お待ちしております,水曜 祝日,西大路駅,http://blog.livedoor.jp/makoto12141215,
342,麺屋 我ガ 久留米上津バイパス店,https://tabelog.com/fukuoka/A4008/A400801/40054931/,3.14,17,8390851,福岡県,久留米市,御井町2039-7,33.29899286745807,130.54721797672337,0942-43-1013,日曜営業,久留米大学前駅,,
343,ラーメン荘 地球規模で考えろ ソラ,https://tabelog.com/kyoto/A2601/A260401/26028915/,3.51,45,6150035,京都府,京都市右京区,西院追分町3-11,34.99824156897493,135.72570244539222,不明の為情報お待ちしております,月曜日,西院駅（阪急）,,
344,ラーメン すけがわ,https://tabelog.com/chiba/A1202/A120201/12044297/,3.30,31,2740824,千葉県,船橋市,前原東1-9-1 1F,35.692741290340045,140.026111098642,不明の為情報お待ちしております,年中無休,新津田沼駅,,https://twitter.com/sukegawaraamen
345,自家製ラーメン麺屋 ラッキー,https://tabelog.com/gunma/A1001/A100101/10021428/,3.34,25,3792132,群馬県,前橋市,東善町76,36.34474696794232,139.12760070030745,027-888-6623,木曜日,駒形駅,,https://twitter.com/@menyalucky2325
346,麺屋 一男,https://tabelog.com/chiba/A1201/A120101/12046917/,3.32,27,2600015,千葉県,千葉市中央区,富士見2-16-26 マルエイビル 1F,35.60922655288027,140.11814174512153,043-221-1518,"11:00～麺、スープなくなり次第終了<br>17:00～麺、スープなくなり次第終了<br>
</br></br>",葭川公園駅,https://www.9-9ichidan.com/,
347,麺屋一心,https://tabelog.com/tochigi/A0902/A090202/9008359/,3.46,52,3270844,栃木県,佐野市,富岡町1720-7,36.31704321219509,139.60168843623458,0283-23-0934,火曜日,佐野駅,,
348,中華そば つけ麺 久兵衛 取手店,https://tabelog.com/ibaraki/A0803/A080301/8011080/,3.37,40,3020033,茨城県,取手市,米ノ井167-28,35.924193762675685,140.02647846719339,029-778-5757,木曜日,稲戸井駅,,
349,ダントツラーメン 岡山一番店 ,https://tabelog.com/okayama/A3301/A330101/33018375/,3.03,3,7000903,岡山県,岡山市北区,幸町6-29 INGビル 2F,34.66132468299864,133.9203920551681,086-222-2202,無休,岡山駅前駅,,https://twitter.com/dantotsu_o
350,ちょもらん麺,https://tabelog.com/aichi/A2301/A230103/23009767/,3.44,111,4600003,愛知県,名古屋市中区,錦3-15-10 タワービル　１Ｆ,35.17151645770139,136.90759770011056,052-963-5121,無休,栄町駅,,
351,らーめん つけ麺 雅狼,https://tabelog.com/saitama/A1102/A110203/11026520/,3.42,54,3400005,埼玉県,草加市,中根3-23-13 第三守久ビル１F,35.848001765276294,139.81133067654736,048-948-6644,無休（中休憩なし）,獨協大学前駅,https://ramengarou.com/,https://www.facebook.com/soukaramengaro
352,麺屋豚道場 ぶた壱,https://tabelog.com/toyama/A1601/A160101/16009366/,3.22,31,9300992,富山県,富山市,新庄町3-5-22,36.69681627858689,137.25244050003315,不明の為情報お待ちしております,"日曜の夜の部（昼の部は営業）
月曜日（祝日の場合も休み）",東新庄駅,,https://twitter.com/butaichi1215
353,夢を語れ 岐阜,https://tabelog.com/gifu/A2101/A210102/21019791/,3.39,25,5016001,岐阜県,羽島郡岐南町,上印食8-123-1 フォーカスポーカス 1F SHOP10,35.388931665487,136.78777958524432,不明の為情報お待ちしております,水曜日,細畑駅,,https://twitter.com/yumekata_gifu
354,ラーメン 赤沼,https://tabelog.com/gunma/A1001/A100102/10021207/,3.39,25,3700046,群馬県,高崎市,江木町624-33,36.33383257749477,139.01614990324754,不明の為情報お待ちしております,昼11:00〜14:00<br>夜17:00〜20:00(材料切れ次第終了)</br>,高崎駅（ＪＲ）,,https://twitter.com/ramen_akanuma
355,らーめん こじろう 526 鶴見店,https://tabelog.com/kanagawa/A1401/A140211/14052846/,3.38,21,2300078,神奈川県,横浜市鶴見区,岸谷2-13-7,35.49708417839679,139.66126485193973,非公開,月曜　第3火曜,生麦駅,,
356,光そば,https://tabelog.com/tokyo/A1312/A131205/13242727/,3.31,22,1320014,東京都,江戸川区,東瑞江1-36-8,35.69143253496163,139.89851869987945,不明の為情報お待ちしております,不定休(Twitterで告知),瑞江駅,,https://twitter.com/lcnkby
